price,area,bedrooms,bathrooms,stories,mainroad,guestroom,basement,hotwaterheating,airconditioning,parking,prefarea,furnishingstatus
3500000,7424,3,1,1,no,no,no,no,no,0,no,unfurnished
3500000,3480,3,1,1,no,no,no,no,yes,0,no,unfurnished
3500000,3600,6,1,2,yes,no,no,no,no,1,no,unfurnished
3500000,3640,2,1,1,yes,no,no,no,no,1,no,semi-furnished
3500000,5900,2,1,1,yes,no,no,no,no,1,no,furnished
3500000,3120,3,1,2,yes,no,no,no,no,1,no,unfurnished
3500000,7350,2,1,1,yes,no,no,no,no,1,no,semi-furnished
3500000,3512,2,1,1,yes,no,no,no,no,1,yes,unfurnished
3500000,9500,3,1,2,yes,no,no,no,no,3,yes,unfurnished
3500000,5880,2,1,1,yes,no,no,no,no,0,no,unfurnished
3500000,12944,3,1,1,yes,no,no,no,no,0,no,unfurnished
3493000,4900,3,1,2,no,no,no,no,no,0,no,unfurnished
3465000,3060,3,1,1,yes,no,no,no,no,0,no,unfurnished
3465000,5320,2,1,1,yes,no,no,no,no,1,yes,unfurnished
3465000,2145,3,1,3,yes,no,no,no,no,0,yes,furnished
3430000,4000,2,1,1,yes,no,no,no,no,0,no,unfurnished
3430000,3185,2,1,1,yes,no,no,no,no,2,no,unfurnished
3430000,3850,3,1,1,yes,no,no,no,no,0,no,unfurnished
3430000,2145,3,1,3,yes,no,no,no,no,0,yes,furnished
3430000,2610,3,1,2,yes,no,yes,no,no,0,yes,unfurnished
3430000,1950,3,2,2,yes,no,yes,no,no,0,yes,unfurnished
3423000,4040,2,1,1,yes,no,no,no,no,0,no,unfurnished
3395000,4785,3,1,2,yes,yes,yes,no,yes,1,no,furnished
3395000,3450,3,1,1,yes,no,yes,no,no,2,no,unfurnished
3395000,3640,2,1,1,yes,no,no,no,no,0,no,furnished
3360000,3500,4,1,2,yes,no,no,no,yes,2,no,unfurnished
3360000,4960,4,1,3,no,no,no,no,no,0,no,semi-furnished
3360000,4120,2,1,2,yes,no,no,no,no,0,no,unfurnished
3360000,4750,2,1,1,yes,no,no,no,no,0,no,unfurnished
3360000,3720,2,1,1,no,no,no,no,yes,0,no,unfurnished
3360000,3750,3,1,1,yes,no,no,no,no,0,no,unfurnished
3360000,3100,3,1,2,no,no,yes,no,no,0,no,semi-furnished
3360000,3185,2,1,1,yes,no,yes,no,no,2,no,furnished
3353000,2700,3,1,1,no,no,no,no,no,0,no,furnished
3332000,2145,3,1,2,yes,no,yes,no,no,0,yes,furnished
3325000,4040,2,1,1,yes,no,no,no,no,1,no,unfurnished
3325000,4775,4,1,2,yes,no,no,no,no,0,no,unfurnished
3290000,2500,2,1,1,no,no,no,no,yes,0,no,unfurnished
3290000,3180,4,1,2,yes,no,yes,no,yes,0,no,unfurnished
3290000,6060,3,1,1,yes,yes,yes,no,no,0,no,furnished
3290000,3480,4,1,2,no,no,no,no,no,1,no,semi-furnished
3290000,3792,4,1,2,yes,no,no,no,no,0,no,semi-furnished
3290000,4040,2,1,1,yes,no,no,no,no,0,no,unfurnished
3290000,2145,3,1,2,yes,no,yes,no,no,0,yes,furnished
3290000,5880,3,1,1,yes,no,no,no,no,1,no,unfurnished
3255000,4500,2,1,1,no,no,no,no,no,0,no,semi-furnished
3255000,3930,2,1,1,no,no,no,no,no,0,no,unfurnished
3234000,3640,4,,2,yes,no,yes,no,no,0,no,unfurnished
3220000,4370,3,1,2,yes,no,no,no,no,0,no,unfurnished
3220000,2684,,1,1,yes,no,no,no,yes,1,no,unfurnished
3220000,4320,3,1,,no,no,no,no,no,1,no,unfurnished
3220000,3120,3,1,2,no,no,no,no,no,0,no,furnished
3150000,3450,1,1,1,yes,no,no,no,no,0,no,furnished
3150000,3986,2,2,1,,yes,yes,no,no,1,no,unfurnished
3150000,3500,2,1,1,no,no,yes,no,no,0,no,semi-furnished
3150000,4095,2,1,1,yes,no,no,no,no,2,no,semi-furnished
3150000,1650,3,1,2,no,no,,no,no,0,no,unfurnished
3150000,3450,3,1,2,yes,no,yes,no,no,0,no,semi-furnished
3150000,6750,2,1,1,yes,,no,no,no,0,no,semi-furnished
3150000,9000,3,1,2,yes,no,no,no,no,2,no,semi-furnished
3150000,3069,2,1,1,,no,no,no,no,1,no,unfurnished
3143000,4500,3,1,2,yes,no,no,no,yes,0,no,unfurnished
3129000,5495,3,1,1,yes,no,yes,no,no,0,no,unfurnished
3118850,2398,,1,1,yes,no,no,no,no,0,yes,semi-furnished
3115000,3000,3,1,1,no,no,no,no,yes,0,no,unfurnished
3115000,3850,3,,2,yes,no,no,no,no,0,no,unfurnished
3115000,3500,,1,1,yes,no,no,no,no,0,no,unfurnished
3087000,8100,2,1,1,yes,no,no,no,no,1,no,unfurnished
3080000,4960,2,1,1,yes,no,yes,no,yes,0,no,unfurnished
3080000,2160,3,1,2,no,no,yes,no,no,0,no,semi-furnished
,3090,2,1,1,yes,yes,yes,no,no,0,no,unfurnished
3080000,4500,2,1,2,yes,no,no,yes,no,1,no,semi-furnished
3045000,3800,2,1,1,yes,no,no,no,no,0,no,unfurnished
3010000,3090,3,1,2,no,no,no,no,no,0,no,semi-furnished
,3240,3,1,2,yes,no,no,no,no,2,no,semi-furnished
3010000,2835,2,1,1,yes,no,no,no,no,0,no,semi-furnished
3010000,4600,2,1,1,yes,no,no,no,no,0,no,furnished
3010000,5076,3,1,1,no,no,no,no,no,0,no,unfurnished
3010000,3750,3,1,2,yes,no,no,no,no,0,no,unfurnished
3010000,3630,4,1,2,yes,no,no,no,no,3,no,semi-furnished
3003000,,2,1,1,yes,no,no,no,no,0,no,unfurnished
2975000,4352,4,1,2,no,no,no,no,no,1,no,unfurnished
2961000,3000,2,1,2,yes,no,no,no,no,0,no,semi-furnished
2940000,5850,,1,2,yes,no,yes,no,no,1,no,unfurnished
2940000,4960,2,1,1,yes,no,no,no,no,0,no,unfurnished
2940000,3600,3,1,2,no,no,no,no,no,1,no,unfurnished
2940000,3660,4,1,2,no,no,no,no,no,0,no,unfurnished
2940000,3480,3,1,2,no,no,no,no,no,1,no,semi-furnished
2940000,2700,2,1,1,no,no,no,no,no,0,no,furnished
2940000,3150,3,1,2,,no,no,no,no,0,no,unfurnished
2940000,6615,3,1,2,yes,no,no,no,no,0,no,semi-furnished
2870000,3040,2,1,1,,no,no,no,no,0,no,unfurnished
2870000,3630,2,1,1,yes,no,no,no,no,0,no,unfurnished
2870000,6000,2,1,1,yes,no,no,no,no,0,no,semi-furnished
2870000,5400,,1,2,yes,no,no,no,no,0,no,unfurnished
2852500,5200,4,1,3,yes,no,no,no,no,0,no,unfurnished
2835000,3300,3,1,2,no,no,no,no,no,1,no,semi-furnished
2835000,4350,,1,2,no,no,no,yes,no,1,no,unfurnished
2835000,2640,2,1,1,no,no,no,no,no,1,no,furnished
2800000,2650,3,1,2,yes,no,yes,no,no,1,no,unfurnished
2800000,3960,3,,1,yes,no,no,no,no,0,no,furnished
2730000,6800,2,1,1,yes,no,no,no,no,0,no,unfurnished
2730000,4000,3,1,2,yes,no,no,no,no,1,no,unfurnished
2695000,4000,2,1,,yes,no,no,no,no,0,no,unfurnished
2660000,3934,2,1,1,yes,no,no,no,no,0,no,unfurnished
2660000,2000,2,1,2,yes,no,no,no,no,0,no,semi-furnished
2660000,3630,3,3,2,no,,no,no,no,0,no,unfurnished
2660000,2800,3,1,1,yes,no,no,no,no,0,no,unfurnished
2660000,2430,3,1,1,no,no,no,,no,0,no,unfurnished
2660000,3480,2,1,1,yes,no,no,no,no,1,no,semi-furnished
2660000,4000,3,1,1,yes,no,no,no,,0,no,semi-furnished
2653000,3185,2,1,1,yes,no,no,no,yes,0,no,unfurnished
2653000,4000,3,1,2,yes,no,no,no,yes,0,no,unfurnished
2604000,2910,2,1,1,no,no,no,no,no,0,no,unfurnished
2590000,3600,2,1,1,yes,no,no,no,no,0,no,unfurnished
2590000,4400,2,1,1,yes,no,no,no,no,0,no,unfurnished
2590000,3600,2,2,2,yes,no,yes,no,no,1,no,furnished
2520000,2880,3,1,1,no,no,no,no,no,,no,unfurnished
2520000,3180,3,1,1,no,no,no,no,no,0,no,unfurnished
2520000,3000,2,1,2,yes,no,no,no,no,0,no,furnished
2485000,4400,3,1,2,yes,no,no,no,no,0,no,unfurnished
2485000,3000,3,1,2,no,no,no,no,no,0,no,
2450000,3210,3,1,2,yes,no,yes,no,no,0,no,unfurnished
2450000,3240,2,1,1,no,yes,no,no,no,1,no,unfurnished
2450000,,2,1,1,yes,,no,no,no,1,no,unfurnished
2450000,3500,2,1,1,yes,yes,no,no,no,0,no,unfurnished
2450000,4840,2,1,2,yes,no,no,no,no,0,no,unfurnished
2450000,7700,2,1,1,yes,no,no,no,no,0,no,unfurnished
2408000,3635,2,1,1,no,no,no,no,no,,no,unfurnished
2380000,2475,3,1,2,yes,no,no,no,no,0,no,furnished
2380000,2787,4,2,2,yes,no,no,no,no,0,no,furnished
2380000,3264,2,1,1,yes,no,no,no,no,0,no,unfurnished
2345000,3640,2,1,1,yes,no,no,no,no,0,no,unfurnished
2310000,3180,2,1,1,yes,no,no,no,no,0,no,unfurnished
2275000,1836,2,1,1,no,no,yes,no,no,0,no,semi-furnished
2275000,3970,1,1,1,no,no,no,no,no,0,,unfurnished
2275000,3970,3,1,2,yes,no,yes,no,no,0,no,unfurnished
2240000,1950,3,1,1,no,no,no,yes,no,,no,unfurnished
2233000,5300,3,1,1,no,no,no,no,yes,0,yes,unfurnished
,3000,2,1,1,no,no,no,no,no,0,no,unfurnished
2100000,2400,3,1,2,yes,no,no,no,no,0,no,unfurnished
2100000,3000,4,,2,yes,no,no,no,no,0,no,unfurnished
2100000,3360,2,1,1,yes,no,no,no,no,1,no,unfurnished
1960000,3420,5,1,,no,no,no,no,no,0,no,unfurnished
1890000,1700,,1,2,yes,no,no,no,no,0,no,unfurnished
1890000,3649,2,1,1,yes,no,no,no,no,0,no,unfurnished
1855000,2990,2,1,1,no,no,no,no,no,1,no,unfurnished
1820000,3000,,1,1,yes,no,yes,no,no,2,no,unfurnished
1767150,2400,3,1,1,no,no,no,no,no,0,no,semi-furnished
1750000,3620,2,1,1,yes,no,no,no,no,0,no,unfurnished
1750000,2910,,1,1,no,no,no,no,no,0,no,furnished
1750000,3850,3,,2,yes,no,no,no,no,0,no,unfurnished
5030021.66304794,5099.3042621129025,1,2,1,yes,no,no,no,no,2,no,unfurnished
3001655.8130733464,7821.511740655978,4,4,3,yes,no,yes,no,no,3,no,unfurnished
1228685.5709488033,5406.356140995103,3,2,1,yes,no,no,no,no,1,no,unfurnished
3742337.227396751,5852.980230983205,4,3,2,yes,no,no,no,no,1,no,unfurnished
3330838.8294707825,11036.946253709735,6,1,4,yes,no,no,no,no,2,no,unfurnished
6766671.812016906,2811.854454781259,5,3,1,yes,no,no,no,no,3,no,unfurnished
5112895.821627445,7572.5585256776,4,4,1,yes,no,yes,no,no,1,no,semi-furnished
7538800.944744607,9325.189464970576,3,1,2,yes,no,no,no,no,0,yes,semi-furnished
4028324.406425954,3308.5113965159712,2,4,3,yes,no,no,no,no,2,no,semi-furnished
5206773.72053125,1807.499911500372,4,4,2,yes,yes,no,no,no,3,yes,furnished
4218364.8256610455,6280.546852937643,4,3,3,no,yes,no,no,yes,0,no,semi-furnished
6206057.659542164,4133.352140062486,3,4,1,yes,no,no,no,no,2,yes,semi-furnished
3557429.620645542,828.9489678069858,2,4,4,yes,no,yes,no,no,3,yes,unfurnished
3499859.5097750477,1407.8797193042606,3,3,1,no,no,no,no,no,1,no,furnished
1738278.9151647054,6399.992041342705,1,4,1,yes,no,no,no,no,1,no,semi-furnished
3551862.312636085,2556.468713830638,4,1,2,yes,no,yes,no,no,0,yes,furnished
6811266.34749559,2927.9132348459448,6,1,1,yes,no,yes,no,no,3,yes,furnished
4159520.2828580085,4698.683000039066,1,4,1,yes,no,no,no,no,3,no,semi-furnished
8432083.205150649,1704.4621338793613,4,1,1,yes,no,no,no,no,1,no,unfurnished
1050500.3705534986,5959.219958788526,2,1,2,yes,no,no,no,no,1,no,unfurnished
1166394.468264197,8123.560146876225,3,3,2,yes,no,yes,no,no,1,no,unfurnished
6126679.62360026,4282.713360572451,6,2,4,yes,no,no,no,no,3,no,unfurnished
4662674.2943907995,5399.96524230905,6,2,4,yes,no,no,no,yes,2,no,semi-furnished
3407320.8974377466,8840.707971404881,4,2,4,no,no,no,no,no,3,no,semi-furnished
4071103.707055296,6652.194578035021,4,1,2,no,no,yes,yes,no,0,no,furnished
5369996.984419575,4438.334964767701,5,4,3,yes,no,yes,no,yes,3,no,furnished
752347.2239153045,1108.8859279985518,6,1,3,yes,no,yes,no,no,3,yes,furnished
2426415.217680401,8441.898510079925,4,4,2,yes,no,no,no,no,1,no,furnished
2734145.487354992,5364.971209768811,4,1,2,yes,no,no,no,no,3,no,unfurnished
1375190.9579442642,2955.531810651278,3,3,3,yes,yes,no,no,no,3,no,semi-furnished
3428020.261775803,4951.077802832743,4,1,1,yes,no,no,no,no,1,no,semi-furnished
3875231.586804797,1428.5176268930918,3,2,1,yes,no,no,no,no,0,no,unfurnished
6701058.300188394,4540.517751001692,1,2,2,no,yes,no,no,yes,1,no,semi-furnished
6465812.540901436,3198.0530983284725,4,2,3,yes,no,no,no,no,3,yes,semi-furnished
2635744.271303172,4661.1123313689095,5,2,2,yes,no,no,no,no,1,no,semi-furnished
4043531.5861528944,3127.4010468150673,3,1,4,yes,no,no,no,yes,3,no,semi-furnished
4590153.89524162,4599.601378908483,4,1,2,yes,no,no,no,no,2,no,semi-furnished
5794021.962855728,7121.143895340923,2,2,4,yes,no,yes,no,no,2,no,semi-furnished
4807226.410109359,3028.036653115256,4,2,1,yes,no,yes,no,no,0,no,semi-furnished
4981364.538668922,4908.253358685638,5,1,3,yes,no,no,no,yes,2,yes,unfurnished
7215817.576156519,8667.146246545606,1,2,3,yes,no,no,no,yes,0,no,semi-furnished
2413052.190136682,6787.610531833008,4,1,1,yes,no,no,no,no,0,yes,furnished
5712382.5269698305,4570.644195752757,2,2,1,yes,no,no,no,no,2,yes,furnished
6786131.0520505,6743.048301533846,6,2,3,yes,no,yes,no,no,0,no,unfurnished
2657099.9240929573,4644.586005456484,1,1,2,yes,no,no,no,no,0,no,semi-furnished
6221563.335614871,6652.236786375322,6,2,3,no,no,no,no,no,3,no,unfurnished
4631723.700530588,6289.6915805151075,5,3,4,yes,no,no,no,no,0,no,unfurnished
4740536.290159675,2297.6351325534015,5,2,3,yes,no,no,no,yes,1,no,furnished
4383247.710085251,6235.527957229802,3,4,4,yes,no,no,no,no,3,no,unfurnished
7723132.112366901,3558.493110739918,4,2,2,yes,no,yes,no,no,2,yes,semi-furnished
6583999.031125078,5499.905071589631,5,2,3,no,no,no,no,yes,3,no,unfurnished
473172.7912879819,5453.7196988468295,1,2,2,yes,no,yes,no,no,0,no,semi-furnished
3456318.5317440126,1667.901116875994,1,4,4,yes,no,no,no,yes,3,no,furnished
5915954.262873794,4865.594591027659,4,4,3,yes,no,yes,no,no,2,yes,furnished
3549401.5591862863,5718.068025117827,1,4,2,yes,no,no,no,yes,1,no,unfurnished
6060061.337948009,6958.186696505902,3,2,1,yes,no,no,no,no,3,no,semi-furnished
9766063.662180822,8432.807602188455,4,3,2,no,no,yes,no,no,0,no,semi-furnished
5172850.531644638,6312.640082882727,4,3,2,yes,no,yes,no,no,2,no,semi-furnished
9538967.68139946,3364.8900382906127,5,1,1,yes,yes,no,no,no,2,no,unfurnished
5978014.756091852,6054.714489416786,4,3,2,yes,no,no,no,no,0,no,furnished
5771853.4759777095,2283.703734290145,6,2,1,yes,no,no,no,no,3,yes,furnished
5362674.618934974,7736.438907420812,3,2,4,no,no,no,yes,yes,2,no,semi-furnished
6794508.530696361,4302.534076237544,1,4,1,no,no,yes,no,no,2,no,semi-furnished
3603360.735228885,3681.445176122261,6,2,3,yes,no,yes,no,no,3,no,semi-furnished
5190935.434367051,5610.650742032919,3,2,4,no,no,no,no,no,0,no,unfurnished
4220367.2585661905,6746.510285025993,2,4,3,yes,no,no,no,yes,0,no,semi-furnished
4726734.676857686,10904.162651539897,4,2,3,yes,no,no,no,no,2,no,furnished
4395275.432663668,4062.0320244250215,3,4,4,yes,yes,yes,no,no,2,no,semi-furnished
2557124.4614408268,6642.839265232681,2,2,1,yes,no,no,no,no,0,no,unfurnished
1774060.5352413342,6986.113514981403,4,3,3,yes,no,no,no,yes,1,yes,semi-furnished
6098116.051362911,2753.0150389470705,4,3,2,yes,no,no,yes,no,2,no,unfurnished
5743462.500547338,249.530315932514,4,3,3,yes,yes,yes,no,no,1,no,semi-furnished
7641310.443116188,8405.855744441593,1,4,3,yes,no,no,no,yes,0,no,semi-furnished
4869902.88375698,5540.656928034114,4,4,1,yes,yes,no,no,no,2,no,furnished
6413376.361198662,5488.600399682209,3,2,3,yes,yes,no,no,no,1,no,unfurnished
2807570.270567988,3851.064880719402,3,3,2,yes,no,no,no,yes,0,no,furnished
7518793.513821958,4531.11483425709,3,2,2,yes,no,no,no,yes,0,no,unfurnished
8426978.841293331,6267.698578461961,3,1,2,yes,no,no,no,no,1,no,furnished
2440337.512136358,4465.246161825239,5,4,1,yes,yes,no,no,no,2,no,furnished
2897937.947237921,4665.285227194907,5,4,1,yes,yes,no,no,no,1,no,semi-furnished
5049701.291491124,2184.7490738800443,6,2,3,no,no,yes,no,yes,3,yes,semi-furnished
3164734.8012200203,1009.8489184217751,1,2,2,no,no,no,no,no,0,no,furnished
5551288.994775551,6502.908221770712,4,3,4,no,no,no,no,yes,1,no,unfurnished
3389307.372044367,5116.332681971168,1,4,3,yes,yes,no,no,no,2,no,semi-furnished
3496873.404199385,4760.256850185086,2,3,4,yes,no,no,no,no,2,no,semi-furnished
6226238.244089941,6050.438267072444,6,3,1,yes,yes,yes,yes,no,0,no,semi-furnished
2533190.599295885,5966.175663612264,3,3,4,no,no,no,no,no,3,no,furnished
3263135.5454527433,5617.240745490824,1,4,3,yes,no,yes,no,yes,3,no,furnished
4311476.553985796,4796.065618526083,3,1,1,yes,yes,no,no,no,2,no,semi-furnished
4390818.238184523,5653.389918862404,2,2,4,yes,no,yes,no,no,2,yes,furnished
2882620.215999229,3946.321650962474,3,4,1,yes,no,no,no,yes,3,no,unfurnished
5927760.778948694,2682.4191623857187,5,3,3,yes,yes,yes,no,no,1,no,semi-furnished
4325452.301374136,1637.8251215938399,2,4,1,yes,no,no,yes,no,1,no,semi-furnished
3645043.909157471,7796.513914176191,2,1,4,yes,yes,yes,no,yes,2,no,unfurnished
3710922.6232969384,8809.651656545317,3,1,2,yes,yes,no,yes,yes,1,no,semi-furnished
2801300.5489234575,1844.904655887996,3,1,2,yes,no,no,no,no,1,no,unfurnished
5181666.930976244,12771.537299307292,5,4,1,yes,no,no,no,no,2,yes,unfurnished
6642932.724495641,5301.4544169971705,1,2,3,yes,no,yes,no,yes,1,no,semi-furnished
3239905.8183248853,5185.694144998027,4,3,4,yes,no,no,no,yes,3,no,semi-furnished
5212983.669113901,7374.391304370623,5,3,4,yes,no,yes,no,yes,2,no,furnished
3935227.1924117734,5201.296454867292,1,4,3,yes,no,no,no,yes,2,no,furnished
2163771.236257639,2627.7933164235233,4,4,1,yes,no,yes,no,no,3,no,unfurnished
5043137.32620608,5191.881499651584,2,4,3,no,yes,no,no,yes,1,no,furnished
4244241.205106956,4638.64127307372,6,1,2,yes,no,yes,no,no,1,no,unfurnished
4585844.733002185,5797.38353582539,4,4,3,yes,no,no,no,no,2,yes,furnished
4804334.454011788,7233.734508689414,6,1,1,yes,yes,no,no,yes,0,no,furnished
5060638.708824447,6859.970071148638,1,4,4,yes,yes,yes,no,yes,2,no,furnished
2932362.720642648,4919.8914694318055,6,1,1,yes,no,yes,no,yes,3,no,semi-furnished
4962209.601537694,7147.160025885607,3,3,2,yes,no,no,no,no,3,yes,furnished
4027340.0828850525,5377.657658533177,4,2,2,yes,no,yes,no,yes,1,no,semi-furnished
6929402.21438604,5729.224279789878,3,3,2,yes,no,yes,no,no,2,no,unfurnished
6275486.267566075,8659.912573316416,3,2,4,no,no,no,no,no,2,no,unfurnished
3529194.6996962912,3652.0986647472846,4,3,2,yes,no,no,no,no,3,no,furnished
4029950.0553518254,2965.4904029405307,2,3,3,yes,yes,no,no,no,2,no,unfurnished
7154669.690013396,5808.229259444714,2,2,2,yes,no,yes,no,yes,2,no,semi-furnished
2060938.3884255444,4272.059799519088,4,3,1,yes,no,no,no,no,3,no,furnished
3076690.101864404,6940.308255246346,3,1,3,yes,no,yes,no,yes,0,no,unfurnished
8192399.354755332,6578.197655911289,4,3,1,yes,no,no,no,yes,1,yes,semi-furnished
3539339.129164384,5231.420666931634,6,1,2,no,no,no,no,no,0,no,semi-furnished
8919676.842252908,4937.894008270045,2,4,3,yes,no,no,no,no,1,yes,furnished
6325062.261379879,3926.104294354981,6,3,2,yes,no,no,no,no,2,no,furnished
6184801.321820112,6446.874575627187,6,3,2,yes,no,yes,no,yes,0,no,furnished
3999741.636579319,3759.78035564761,5,2,2,yes,no,yes,no,yes,3,no,unfurnished
5292904.843118763,3079.901879891363,4,4,1,yes,no,no,no,no,2,no,semi-furnished
5741148.526415323,8492.405891087084,2,3,4,yes,no,yes,no,no,1,no,unfurnished
5232243.514949036,5127.806005003681,1,1,4,yes,no,no,no,yes,2,yes,furnished
5955988.888805787,4488.995642307969,2,4,4,yes,no,yes,no,yes,3,yes,furnished
7441862.377260162,6194.110484447468,5,3,2,yes,no,no,yes,no,0,yes,unfurnished
5531575.6639629165,4930.188814903072,5,3,4,yes,no,no,no,yes,1,no,furnished
6100027.410311596,7414.116169206395,6,1,4,yes,no,no,no,yes,3,no,unfurnished
5894826.725998884,7459.979701482804,2,2,3,yes,no,yes,no,no,0,yes,furnished
6295364.542219586,1239.2748288497692,5,2,2,yes,no,yes,no,yes,1,no,furnished
6065459.204526698,6324.660705990182,5,1,1,yes,no,no,no,yes,1,no,unfurnished
3581790.859042446,6765.415652322991,2,3,2,yes,no,no,no,yes,0,yes,unfurnished
5059296.277998779,5134.995072640982,1,1,1,yes,no,no,no,no,1,yes,unfurnished
4876184.09674882,4074.591215632513,5,3,2,yes,no,no,no,no,3,no,unfurnished
1709476.3522946876,4503.807409764468,4,2,2,yes,no,no,no,no,3,no,semi-furnished
6658361.067134522,6149.532946639093,5,3,2,yes,no,no,no,no,1,no,unfurnished
5163567.638118843,4747.649317332639,6,4,2,no,no,yes,yes,no,0,yes,furnished
5258300.732795096,7070.34768973361,2,1,4,yes,no,no,no,no,2,no,unfurnished
6671996.714770217,1219.649474635582,2,1,2,yes,no,no,no,yes,2,no,semi-furnished
4672636.194888622,8725.982343380283,1,4,4,yes,no,no,no,no,1,no,unfurnished
1540472.3922138028,1050.6653172468732,1,3,1,yes,no,yes,yes,yes,1,no,unfurnished
6250210.251987679,2401.009978096085,5,4,2,yes,no,yes,no,no,3,no,furnished
4752455.1033147555,3593.0250744080085,3,4,1,yes,no,yes,no,no,2,no,semi-furnished
6651709.323630935,9296.566140842006,2,3,4,yes,no,yes,no,yes,2,no,semi-furnished
7285930.954932965,7007.298161231187,3,4,2,yes,no,no,no,no,2,no,semi-furnished
6614453.328763792,8048.863692047342,4,2,2,yes,no,yes,no,no,3,yes,unfurnished
4450278.163444927,3506.1189103070046,3,3,4,no,no,no,no,yes,2,no,unfurnished
5944333.915169533,8689.849397179107,6,3,4,yes,yes,no,no,no,1,no,semi-furnished
6517615.2413457325,3673.7136278780044,4,1,4,yes,no,yes,no,yes,1,no,semi-furnished
2928913.5559478253,7035.298818954068,1,2,4,no,no,no,no,no,0,yes,semi-furnished
3541135.629996978,6534.062649868479,2,4,4,yes,no,yes,no,yes,3,no,furnished
3290201.366989442,5244.664754321911,2,4,4,yes,no,no,no,no,0,no,semi-furnished
5956626.3036263585,5416.963421368869,4,2,2,yes,no,yes,no,no,0,no,semi-furnished
2578341.524162847,6536.392436876454,3,4,4,yes,no,no,no,no,3,no,semi-furnished
6056834.5400776705,6706.801435641881,2,4,4,yes,no,no,no,yes,2,no,semi-furnished
8094162.041212458,3324.4565528568564,3,2,1,yes,no,no,yes,no,0,yes,unfurnished
6114040.596167606,5744.180615151848,1,2,2,yes,no,yes,no,yes,3,no,semi-furnished
3282130.43105208,4903.574246911213,6,2,3,yes,yes,yes,no,no,2,no,unfurnished
6720927.26366806,4008.054119424124,3,1,4,yes,no,no,no,no,3,no,semi-furnished
777389.2441218114,2310.340803961915,5,1,2,yes,no,no,no,no,0,no,unfurnished
3704943.8295037653,3212.687800123669,1,3,3,yes,no,no,no,no,0,no,furnished
6987332.216665072,5681.307354289019,2,3,1,yes,no,no,no,yes,1,no,furnished
7205868.773980353,4385.897545152931,5,2,2,yes,no,yes,no,yes,3,no,unfurnished
560669.0397920404,6321.751325335124,4,1,2,yes,no,yes,no,no,3,no,semi-furnished
7500628.169428055,5105.774751545463,4,3,1,yes,yes,yes,no,no,1,no,furnished
3623676.8400201937,5180.761185940123,6,2,3,yes,yes,no,no,no,3,no,unfurnished
4614977.214289082,7100.460674255679,4,4,2,yes,no,no,no,yes,3,no,unfurnished
6993682.894439446,4362.80915593186,5,3,3,yes,no,yes,no,yes,0,yes,semi-furnished
3335237.5063343802,9717.212656600881,6,4,3,yes,no,no,no,no,1,no,unfurnished
5322391.944851071,4877.507035184692,3,2,3,yes,no,no,no,yes,1,no,semi-furnished
6904926.2124627605,5002.418661561261,1,4,4,yes,no,no,no,yes,2,no,unfurnished
7047437.675920177,2100.364686314946,6,2,4,yes,no,no,no,no,0,no,unfurnished
3333291.118929358,5855.291787736132,1,3,3,yes,no,yes,no,yes,0,no,semi-furnished
7341305.298899598,3186.5357524869405,1,2,3,yes,no,no,no,no,1,no,furnished
5379721.885165409,1302.5010835813596,3,4,1,yes,no,no,no,no,2,no,furnished
6718378.825140539,3421.92896257401,4,3,1,yes,no,no,no,no,2,no,semi-furnished
5239377.092924785,6991.55458130341,5,3,1,yes,no,yes,no,yes,1,yes,unfurnished
5417676.818570114,9159.384457087692,1,4,1,yes,no,yes,no,yes,0,no,unfurnished
6721494.470185028,3264.527837613046,2,1,1,yes,yes,no,no,no,1,yes,semi-furnished
4344261.721998224,3712.5143288740937,6,3,4,yes,no,no,no,no,1,yes,semi-furnished
6336198.3717547245,4576.787380699427,2,1,3,yes,yes,no,no,no,0,yes,semi-furnished
4660313.536680516,4653.101150315466,4,4,4,yes,no,yes,no,no,3,no,furnished
4393955.337773766,7133.808477617542,6,4,2,yes,no,no,no,yes,0,no,unfurnished
2335916.8009022023,6199.302797048122,3,2,3,no,yes,yes,yes,no,3,no,semi-furnished
7360982.404647743,2970.9128949495584,4,1,2,no,yes,yes,no,no,1,no,furnished
6059597.399033931,9045.6619211232,4,4,3,yes,no,no,no,yes,2,no,unfurnished
6577476.811400776,4068.7334362467627,3,2,2,yes,no,no,no,no,0,no,semi-furnished
5515998.1803774955,5695.884224026775,6,4,4,yes,no,yes,no,yes,2,no,unfurnished
6475475.446716098,2911.3011581667492,2,1,1,yes,no,no,no,yes,2,no,semi-furnished
4188241.224342785,4871.434544967758,5,2,4,yes,no,yes,no,no,2,no,unfurnished
2533940.3291596016,2462.551911656259,5,1,4,yes,yes,no,no,no,2,yes,semi-furnished
8284078.131662675,6585.688534957573,4,4,3,no,no,yes,no,yes,3,no,furnished
7177183.428468545,7283.466080775306,2,4,4,yes,no,no,no,no,0,no,unfurnished
1426452.538194744,5610.4785510811225,2,3,4,no,no,no,no,yes,0,no,semi-furnished
1969594.874233651,1796.7433083548026,6,4,1,yes,yes,yes,no,yes,0,yes,unfurnished
4292480.578365588,10676.108206481906,4,1,3,yes,no,no,no,no,1,yes,semi-furnished
4353902.360965228,6119.3212294225905,6,1,3,yes,no,no,yes,yes,1,no,semi-furnished
